family_code,dependency_code,target_field_code,target_display_value,target_identifier_code,series_code,context_json,source_workbook,source_worksheet,source_reference
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.875,,1500,"{""SIZE"":""3x4x8""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x8
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.000,,1500,"{""SIZE"":""3x4x8""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x8
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.000,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.125,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.250,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.375,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.500,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.625,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.750,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.875,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.000,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.125,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.250,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.375,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.500,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.625,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.750,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.875,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.000,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.125,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.250,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.375,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.500,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.625,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.750,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.875,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.000,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.125,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.250,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.375,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.500,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.625,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.750,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.875,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,10.000,,1500,"{""SIZE"":""1x2x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1x2x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.000,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.125,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.250,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.375,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.500,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.625,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.750,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.875,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.000,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.125,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.250,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.375,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.500,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.625,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.750,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.875,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.000,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.125,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.250,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.375,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.500,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.625,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.750,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.875,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.000,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.125,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.250,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.375,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.500,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.625,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.750,,1500,"{""SIZE"":""1.5x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:1.5x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.000,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.125,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.250,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.375,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.500,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.625,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.750,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.875,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.000,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.125,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.250,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.375,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.500,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.625,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.750,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.875,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.000,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.125,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.250,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.375,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.500,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.625,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.750,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.875,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.000,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.125,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.250,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.375,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.500,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.625,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.750,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.875,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,10.000,,1500,"{""SIZE"":""2x3x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:2x3x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.000,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.125,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.250,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.375,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.500,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.625,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.750,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.875,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.000,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.125,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.250,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.375,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.500,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.625,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.750,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.875,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.000,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.125,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.250,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.375,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.500,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.625,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.750,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,8.875,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.000,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.125,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.250,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.375,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.500,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.625,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.750,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,9.875,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,10.000,,1500,"{""SIZE"":""3x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:3x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.000,,1500,"{""SIZE"":""4x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:4x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.125,,1500,"{""SIZE"":""4x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:4x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.250,,1500,"{""SIZE"":""4x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:4x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.375,,1500,"{""SIZE"":""4x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:4x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.500,,1500,"{""SIZE"":""4x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:4x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.625,,1500,"{""SIZE"":""4x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:4x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.750,,1500,"{""SIZE"":""4x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:4x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,6.875,,1500,"{""SIZE"":""4x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:4x4x10
FYBROC,SERIES_SIZE_IMPELLER_TRIM,IMPELLER_TRIM,7.000,,1500,"{""SIZE"":""4x4x10""}",Fybroc Attributes and Constraints.xlsx,1500,1500:4x4x10
